creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,predicted_churn,decision,churn
501,Hawaii,Female,41,3,144260.5,1,1,0,172114.67,0.980119533444144,high_risk,yes
850,Hawaii,Male,31,4,0.0,2,0,0,152298.28,0.8076807991747074,high_risk,yes
621,Florida,Female,43,8,0.0,1,0,0,102806.6,0.9031072881471476,high_risk,yes
682,California,Female,64,10,128306.7,1,0,1,66040.83,0.8123888756716519,high_risk,yes
778,California,Female,34,7,109564.1,1,0,1,113046.81,0.7860089179660599,high_risk,yes
489,Massachusetts,Male,58,4,0.0,2,1,1,191419.32,0.9834857589179224,high_risk,yes
679,Texas,Male,39,2,146186.28,2,1,1,193974.47,0.9064847679339616,high_risk,yes
636,Texas,Female,29,3,97325.15,1,0,1,131924.38,0.8557695004538954,high_risk,yes
603,California,Male,32,7,0.0,1,1,0,198055.94,0.1403914230893177,low_risk,no
438,New York,Male,31,8,78398.69,1,1,0,44937.01,0.8547265136892401,high_risk,yes
474,Hawaii,Male,26,6,0.0,2,0,0,152491.22,0.9610532037325048,high_risk,yes
439,California,Male,36,2,165536.28,2,1,1,123956.83,0.8794796714390286,high_risk,yes
751,Texas,Female,36,6,169831.46,2,1,1,27758.36,0.942599085436718,high_risk,yes
696,Texas,Male,31,3,150604.52,1,0,0,5566.6,0.9777809871120914,high_risk,yes
592,Massachusetts,Male,31,7,110071.1,1,0,0,43921.36,0.9481162571599324,high_risk,yes
695,New York,Male,52,8,103023.26,1,1,1,22485.64,0.9322532506562092,high_risk,yes
624,Massachusetts,Female,38,8,0.0,2,1,0,95403.41,0.9045818058011048,high_risk,yes
601,Hawaii,Female,43,2,0.0,1,1,0,49713.87,0.0008126749724199,low_risk,no
590,Hawaii,Male,43,8,0.0,2,1,1,143628.31,0.8304797489727387,high_risk,yes
579,Florida,Female,31,9,0.0,2,1,0,112395.98,0.9635797931327802,high_risk,yes
604,Florida,Male,41,3,0.0,1,0,0,11819.84,0.7694513461338165,high_risk,yes
714,California,Male,34,10,0.0,2,1,1,80234.14,0.8768606368963641,high_risk,yes
567,Florida,Male,40,4,118628.8,1,0,0,91973.63,0.983891677952452,high_risk,yes
764,Florida,Male,38,4,113607.47,1,1,0,91094.46,0.9062143962851982,high_risk,yes
592,Massachusetts,Male,45,8,84692.5,1,0,1,67214.02,0.8922365597788013,high_risk,yes
650,Massachusetts,Male,25,7,160599.06,2,1,1,28391.52,0.7874365807945216,high_risk,yes
701,New York,Male,63,3,120916.52,3,0,0,144727.45,0.0613223313711629,low_risk,no
678,Hawaii,Male,38,3,0.0,2,1,0,66561.6,0.8526788312891331,high_risk,yes
636,Hawaii,Male,43,6,0.0,2,1,0,43128.95,0.8940628294865143,high_risk,yes
670,California,Female,27,5,79336.61,1,1,1,26170.08,0.9619555574219172,high_risk,yes
576,Hawaii,Male,41,1,0.0,1,1,1,188274.6,0.9662919802094228,high_risk,yes
664,Hawaii,Female,34,7,93920.47,1,0,0,179913.98,0.9278847684474372,high_risk,yes
591,Florida,Nonbinary,27,5,107812.67,1,0,1,162501.83,0.2005890658926164,low_risk,no
734,Hawaii,Male,34,6,133598.4,1,1,1,13107.24,0.9683890306728864,high_risk,yes
592,Florida,Male,45,8,84692.5,1,0,1,67214.02,0.7992664098903174,high_risk,yes
595,Hawaii,Male,31,4,0.0,2,1,0,189995.86,0.9540099736568712,high_risk,yes
494,Florida,Male,27,2,0.0,2,1,0,22404.64,0.847446588360423,high_risk,yes
488,Texas,Female,28,7,139246.22,2,1,0,106799.49,0.8097344455217779,high_risk,yes
601,Massachusetts,Female,41,3,0.0,2,1,0,54342.83,0.9458138112305258,high_risk,yes
645,Hawaii,Male,32,4,0.0,2,0,1,97628.08,0.7632856040428743,high_risk,yes
680,California,Male,31,10,113292.17,1,1,1,122639.73,0.8354480037534908,high_risk,yes
548,Florida,Male,39,7,131468.44,1,1,0,164975.82,0.8518764751821817,high_risk,yes
604,California,Male,33,3,148659.48,1,0,0,42437.75,0.8340112001876475,high_risk,yes
781,Hawaii,Female,28,4,0.0,2,1,0,177703.15,0.7657397793914325,high_risk,yes
705,Hawaii,Male,61,4,0.0,2,1,1,191313.7,0.9047571734408856,high_risk,yes
634,Hawaii,Female,45,2,0.0,1,1,1,143458.31,0.9946966470188898,high_risk,yes
603,Florida,Male,24,1,165149.13,2,1,0,21858.28,0.7708933950207283,high_risk,yes
673,California,Male,37,2,0.0,1,1,1,13624.02,0.8683672287615675,high_risk,yes
744,New York,Male,32,4,96106.83,1,1,1,79812.77,0.9561184065345234,high_risk,yes
705,Hawaii,Female,55,8,0.0,2,1,1,14392.68,0.9628630700818434,high_risk,yes
639,Hawaii,Male,37,5,98186.7,1,0,1,173386.95,0.9692787336936726,high_risk,yes
615,Hawaii,Male,34,1,83503.11,2,1,1,73124.53,0.0231197213619279,low_risk,no
632,Massachusetts,Male,28,7,155519.59,1,1,0,1843.24,0.9911440965632784,high_risk,yes
463,California,Male,35,2,101257.16,1,1,1,118113.64,0.8247692545107633,high_risk,yes
569,Florida,Male,43,8,161546.68,2,0,1,178187.28,0.9501033917946088,high_risk,yes
558,Hawaii,Male,35,1,0.0,2,0,0,111687.57,0.8800019894332096,high_risk,yes
807,Florida,Female,42,1,0.0,1,1,0,16500.66,0.1584003290015075,low_risk,no
579,California,Female,45,2,0.0,2,0,0,11514.39,0.8489682481142589,high_risk,yes
597,Massachusetts,Female,46,4,0.0,2,1,0,58667.16,0.1740012790571948,low_risk,no
650,Florida,Male,71,0,0.0,1,1,1,175380.77,0.8930809619557425,high_risk,yes
703,New York,Female,38,9,99167.54,1,1,0,65720.92,0.8467592728917612,high_risk,yes
718,California,Male,37,8,0.0,2,1,1,142.81,0.9198520414440632,high_risk,yes
498,Hawaii,Male,73,2,170241.7,2,1,1,165407.96,0.8251667964834503,high_risk,yes
576,California,Male,40,9,0.0,2,1,0,112465.19,0.2264059684177729,low_risk,no
671,California,Female,48,6,119769.77,1,0,1,66032.65,0.918141975087703,high_risk,yes
547,Texas,Male,25,4,98141.57,2,1,1,52309.8,0.8543314241384237,high_risk,yes
639,California,Female,37,4,116121.84,2,0,1,181850.74,0.8623292074820178,high_risk,yes
757,Hawaii,Male,28,7,120911.75,2,1,1,131249.46,0.9326411843314808,high_risk,yes
599,New York,Male,36,3,128960.21,2,1,1,40318.33,0.8187415607267533,high_risk,yes
434,New York,Female,58,9,125801.03,2,1,0,60891.8,0.146063337431999,low_risk,no
670,Florida,Female,65,1,0.0,1,1,1,177655.68,0.2148382616874259,low_risk,no
546,Hawaii,Female,27,8,0.0,2,1,1,14858.1,0.8279211329919632,high_risk,yes
718,Florida,Male,32,8,0.0,2,1,1,41399.33,0.8138189508814793,high_risk,yes
518,New York,Male,29,9,125961.74,2,1,0,160303.08,0.1899273653608508,low_risk,no
497,Massachusetts,Male,37,8,128650.11,2,1,1,163641.53,0.907798641813128,high_risk,yes
523,Massachusetts,Male,32,4,0.0,2,1,0,167848.02,0.9553591987642543,high_risk,yes
733,Hawaii,Male,51,10,141556.96,1,1,0,130189.53,0.7765770059552769,high_risk,yes
616,California,Male,23,8,73112.95,1,1,1,62733.05,0.848648579347692,high_risk,yes
850,Hawaii,Male,28,4,0.0,2,1,1,12409.01,0.8335097091706685,high_risk,yes
613,New York,Female,20,0,117356.19,1,0,0,113557.7,0.1166590952872417,low_risk,no
538,Massachusetts,Female,31,0,0.0,2,0,0,179453.66,0.8374773890382432,high_risk,yes
676,Hawaii,Male,20,1,80569.73,1,0,0,68621.98,0.8614843276934352,high_risk,yes
809,Florida,Female,33,3,0.0,2,0,1,141426.78,0.8557384627334451,high_risk,yes
850,Hawaii,Nonbinary,35,5,0.0,1,1,1,80992.8,0.9221320951034504,high_risk,yes
664,Texas,Male,33,7,97286.16,2,1,0,143433.33,0.9187635489750507,high_risk,yes
629,Hawaii,Female,49,4,0.0,2,1,1,196335.48,0.7823298405091011,high_risk,yes
640,Hawaii,Female,30,6,107499.7,1,1,1,187632.22,0.8937245731101202,high_risk,yes
705,Florida,Female,23,5,0.0,2,1,1,73131.73,0.8670295033793505,high_risk,yes
595,Hawaii,Female,53,7,0.0,2,1,0,41371.68,0.122334440397124,low_risk,no
514,Texas,Female,45,3,109032.23,1,0,1,155407.21,0.2289104225728778,low_risk,no
751,Hawaii,Male,29,10,147737.63,1,0,1,94951.27,0.9797919573106756,high_risk,yes
717,Florida,Female,34,1,0.0,2,1,0,119313.74,0.976274736887702,high_risk,yes
790,Hawaii,Female,31,2,151290.16,1,1,1,172437.12,0.8254679391737315,high_risk,yes
565,Texas,Female,58,3,108888.24,3,0,1,135875.51,0.1783187350452684,low_risk,no
624,Florida,Female,36,10,0.0,2,0,1,186180.42,0.8896794736349847,high_risk,yes
604,California,Male,28,7,0.0,2,0,0,58595.64,0.7870690525806899,high_risk,yes
705,Massachusetts,Nonbinary,24,5,177799.83,2,0,0,79886.06,0.9992265187556326,high_risk,yes
558,California,Male,27,1,152283.39,1,1,0,183271.15,0.9365111960293386,high_risk,yes
752,Hawaii,Female,36,7,0.0,2,1,0,184866.86,0.8358004245155277,high_risk,yes
581,Hawaii,Male,35,4,0.0,2,0,1,86383.82,0.7890215851437199,high_risk,yes
850,Texas,Male,49,8,98649.55,1,1,0,119174.88,0.2243763205107256,low_risk,no
739,Massachusetts,Male,60,4,0.0,1,1,1,51637.67,0.7612127430904131,high_risk,yes
850,Hawaii,Male,39,6,96863.13,1,1,1,121681.19,0.7992221102470818,high_risk,yes
520,Massachusetts,Female,30,4,145222.99,2,0,0,145160.96,0.909852137019726,high_risk,yes
691,Hawaii,Female,44,6,134066.1,2,1,1,197572.41,0.8227706678530708,high_risk,yes
668,Texas,Male,37,10,152958.29,2,1,1,159585.61,0.8207528007182398,high_risk,yes
790,California,Female,33,10,135120.72,1,0,0,195204.99,0.8921990718208634,high_risk,yes
616,Florida,Female,36,6,0.0,1,1,1,12916.32,0.2478592128651622,low_risk,no
757,California,Female,49,2,0.0,2,0,0,164482.92,0.9076938787907188,high_risk,yes
739,Texas,Male,58,1,110597.76,1,0,1,160122.66,0.1340425050802636,low_risk,no
479,Hawaii,Male,34,5,117593.48,2,0,0,113308.29,0.7550592030606557,high_risk,yes
516,Hawaii,Female,40,9,0.0,2,0,1,33266.29,0.8031216718313419,high_risk,yes
494,California,Male,25,6,0.0,2,0,1,109988.09,0.9303353425160352,high_risk,yes
758,Hawaii,Female,33,7,0.0,1,1,0,188156.34,0.9927892286441922,high_risk,yes
473,Hawaii,Female,33,5,125827.43,1,0,1,145698.73,0.7555929720616459,high_risk,yes
545,Hawaii,Female,26,1,0.0,2,1,1,199638.56,0.8952253579448988,high_risk,yes
619,Texas,Male,38,10,84651.79,1,1,1,184754.26,0.8988680446304383,high_risk,yes
527,Florida,Nonbinary,36,6,0.0,2,1,1,102280.29,0.7575825271512424,high_risk,yes
654,Massachusetts,Male,40,5,105683.63,1,1,0,173617.09,0.907294125868252,high_risk,yes
669,Florida,Male,22,10,0.0,2,1,0,176163.74,0.8385065669030325,high_risk,yes
608,California,Male,50,6,0.0,1,1,0,93568.77,0.1333828883279026,low_risk,no
520,California,Male,33,4,156297.58,2,1,1,166102.61,0.910651571677091,high_risk,yes
573,New York,Male,30,8,127406.5,1,1,0,192950.6,0.8198326684657175,high_risk,yes
660,Florida,Female,61,5,155931.11,1,1,1,158338.39,0.9456915547813322,high_risk,yes
544,California,Male,38,8,0.0,1,1,1,98208.62,0.97479771228369,high_risk,yes
672,Massachusetts,Female,56,2,209767.31,2,1,1,150694.42,0.1581005692238773,low_risk,no
562,Hawaii,Male,29,9,0.0,1,1,1,25858.68,0.8933719897728942,high_risk,yes
846,Hawaii,Female,37,6,127103.97,1,1,1,41516.44,0.7980835977376034,high_risk,yes
430,Hawaii,Male,38,9,0.0,2,1,1,12050.77,0.8490652305696232,high_risk,yes
775,California,Female,30,10,191091.74,2,1,1,96170.38,0.8489909460789424,high_risk,yes
652,California,Female,34,6,97435.85,2,1,1,104331.76,0.9196553270518452,high_risk,yes
781,Florida,Male,33,3,0.0,2,1,1,42556.33,0.9049607307591784,high_risk,yes
709,Hawaii,Female,32,7,0.0,2,1,1,199418.02,0.9501381972343028,high_risk,yes
754,Hawaii,Male,39,3,74896.33,1,0,0,34430.16,0.9882485834820304,high_risk,yes
557,New York,Male,68,2,100194.44,1,1,1,38596.34,0.9035992016680656,high_risk,yes
714,Massachusetts,Male,25,2,0.0,1,1,1,132979.43,0.8610396867025989,high_risk,yes
540,Texas,Female,35,7,128369.75,2,1,0,198256.15,0.8336240563440953,high_risk,yes
850,California,Female,36,6,0.0,2,1,1,190194.95,0.8363569379453232,high_risk,yes
807,New York,Female,42,9,105356.09,2,1,1,130489.37,0.916632972938454,high_risk,yes
612,Hawaii,Female,31,8,117989.76,1,1,1,54129.86,0.8568705662542678,high_risk,yes
681,Florida,Female,37,6,121231.39,1,1,1,146366.08,0.7744664124777608,high_risk,yes
558,Hawaii,Female,41,6,0.0,1,1,1,143585.29,0.0250591605326634,low_risk,no
703,Florida,Male,39,6,152685.4,1,0,0,183656.12,0.9146461718413856,high_risk,yes
766,Massachusetts,Male,36,5,78381.13,1,0,1,153831.6,0.9188185268563612,high_risk,yes
707,Hawaii,Male,42,2,16893.59,1,1,1,77502.56,0.9575174121854918,high_risk,yes
719,California,Male,36,3,155423.17,1,1,1,199841.32,0.7926754975246646,high_risk,yes
540,Florida,Male,28,8,0.0,2,0,0,197588.32,0.8645865636063667,high_risk,yes
831,California,Male,30,2,0.0,2,0,1,3430.38,0.9376852246326786,high_risk,yes
522,Texas,Female,25,5,94049.92,2,1,0,103269.0,0.9728714280649609,high_risk,yes
539,Massachusetts,Female,39,6,62052.28,1,0,1,59755.14,0.8320319917249368,high_risk,yes
809,California,Female,24,4,0.0,2,1,0,193518.76,0.9611285458441534,high_risk,yes
504,New York,Male,43,5,134740.19,2,1,0,181430.91,0.998147043222591,high_risk,yes
649,Florida,Female,47,8,110783.28,1,1,1,71420.16,0.8678283416091275,high_risk,yes
617,Massachusetts,Female,46,3,106521.49,1,0,1,86587.37,0.888721674301596,high_risk,yes
730,Hawaii,Female,41,4,167545.32,1,1,0,128246.81,0.9349961755607796,high_risk,yes
850,California,Female,39,2,148586.64,1,1,1,176791.27,0.791148198717978,high_risk,yes
601,Hawaii,Female,43,8,0.0,3,0,1,110916.15,0.1022288264611221,low_risk,no
735,Texas,Male,46,2,106344.95,1,1,0,114371.33,0.0461567351171467,low_risk,no
826,California,Male,26,5,142662.68,1,0,0,60285.3,0.8428480931657472,high_risk,yes
564,Florida,Female,24,6,149592.14,1,1,1,153771.8,0.75854419484686,high_risk,yes
610,California,Female,35,7,81905.95,1,1,1,61623.19,0.8307704317014946,high_risk,yes
843,California,Female,27,5,0.0,2,1,1,67494.23,0.7548530102347413,high_risk,yes
699,Texas,Male,36,2,123601.56,2,1,0,103557.85,0.834345940637818,high_risk,yes
587,Hawaii,Male,42,1,0.0,1,0,0,123006.91,0.8910747924841509,high_risk,yes
609,Florida,Male,61,1,0.0,1,1,0,22447.85,0.1774348587789722,low_risk,no
751,Massachusetts,Male,38,7,0.0,2,0,0,90839.61,0.8538859762768077,high_risk,yes
654,Hawaii,Male,29,4,132954.64,1,1,1,146715.07,0.9023685081237528,high_risk,yes
620,Hawaii,Male,32,7,0.0,2,1,1,34665.79,0.7662975131192317,high_risk,yes
582,Massachusetts,Male,33,6,0.0,2,0,1,72970.93,0.8314676003529282,high_risk,yes
359,California,Female,44,6,128747.69,1,1,0,146955.71,0.1102424236342315,low_risk,no
746,Massachusetts,Male,36,2,0.0,2,1,1,16436.56,0.9181997355817528,high_risk,yes
705,California,Female,50,4,77065.9,2,0,1,145159.26,0.8667655602177282,high_risk,yes
705,California,Male,92,1,126076.24,2,1,1,34436.83,0.8672095764217519,high_risk,yes
590,Texas,Female,27,8,123599.49,2,1,0,1676.92,0.9357492969521348,high_risk,yes
712,Texas,Male,27,8,113174.21,2,1,0,147261.58,0.8977718494979503,high_risk,yes
675,Florida,Male,66,5,115654.47,2,1,1,131970.86,0.7748465071396201,high_risk,yes
664,Hawaii,Female,41,5,0.0,1,1,1,152054.33,0.9498948047021432,high_risk,yes
456,New York,Male,32,9,133060.63,1,1,1,125167.92,0.9849197306562876,high_risk,yes
752,California,Male,33,4,0.0,2,1,1,39570.78,0.9042810290913156,high_risk,yes
584,Florida,Female,29,4,0.0,2,1,0,88866.92,0.7513392675567292,high_risk,yes
811,Texas,Female,34,1,149297.19,2,1,1,186339.74,0.8285085277765909,high_risk,yes
684,California,Female,41,6,135203.81,2,1,1,121967.88,0.8059098035803021,high_risk,yes
577,California,Male,42,9,0.0,1,1,0,74077.91,0.9001374053455108,high_risk,yes
590,Hawaii,Female,76,5,160979.68,1,0,1,13848.58,0.8041838764169088,high_risk,yes
599,Hawaii,Male,58,4,0.0,1,0,0,176407.15,0.1424332769324387,low_risk,no
629,Florida,Male,34,6,0.0,2,1,0,190347.72,0.906687367274576,high_risk,yes
618,New York,Female,29,10,100315.1,2,1,1,32526.64,0.8393280169926288,high_risk,yes
601,Hawaii,Female,34,5,0.0,2,1,0,27022.57,0.8229670158864283,high_risk,yes
667,Texas,Male,43,1,103018.45,1,1,0,32462.39,0.2010761487740584,low_risk,no
415,Florida,Male,53,5,167259.44,1,1,1,22357.25,0.8054763464479507,high_risk,yes
453,Texas,Female,40,1,111524.49,1,1,1,120373.84,0.0605018070208898,low_risk,no
738,California,Male,54,4,0.0,1,0,1,55725.04,0.0501885069450221,low_risk,no
672,Texas,Nonbinary,40,10,102980.44,1,1,0,1285.81,0.0378286906931231,low_risk,no
614,Massachusetts,Female,40,3,113348.5,1,1,1,77789.01,0.7711694536561583,high_risk,yes
679,Hawaii,Male,60,8,0.0,2,1,1,51380.9,0.8934940237932181,high_risk,yes
609,California,Male,32,7,71872.19,1,1,1,151924.9,0.8909738500398219,high_risk,yes
591,California,Female,31,7,0.0,2,0,1,48778.46,0.8164110420489926,high_risk,yes
543,Hawaii,Nonbinary,67,0,128843.67,1,1,1,134612.48,0.90083648046244,high_risk,yes
509,Texas,Female,29,0,107712.57,2,1,1,92898.17,0.7532219314008419,high_risk,yes
607,Texas,Female,39,8,105103.33,1,1,0,104721.5,0.2244489343195396,low_risk,no
629,Hawaii,Female,37,6,129101.3,1,1,1,23971.33,0.8230169309426656,high_risk,yes
650,Massachusetts,Male,41,3,128808.65,3,0,0,113677.53,0.2342418418846378,low_risk,no
583,California,Nonbinary,57,3,238387.56,1,0,1,147964.99,0.0895292557409966,low_risk,no
709,California,Male,31,6,0.0,2,1,1,71009.84,0.8288348897670741,high_risk,yes
762,New York,Female,34,8,98592.88,1,0,1,191790.29,0.2466959306966019,low_risk,no
618,Hawaii,Male,56,7,0.0,1,1,1,142400.27,0.0170169390458302,low_risk,no
736,California,Male,43,4,202443.47,1,1,0,72375.03,0.7563281643881606,high_risk,yes
593,Hawaii,Male,35,9,114193.24,1,1,0,71154.1,0.9859868430212037,high_risk,yes
797,California,Female,46,8,0.0,1,0,0,162668.33,0.7960331225165863,high_risk,yes
681,California,Female,79,0,0.0,2,0,1,170968.99,0.9597384386906828,high_risk,yes
719,Hawaii,Male,49,5,105918.1,1,1,1,16246.59,0.888303544145629,high_risk,yes
617,Hawaii,Male,54,6,102141.9,1,1,1,45325.26,0.9037838891168186,high_risk,yes
555,Hawaii,Male,40,10,43028.77,1,1,0,170514.21,0.9525391288688864,high_risk,yes
599,Hawaii,Male,30,9,105443.68,1,1,1,121124.53,0.8789233364040885,high_risk,yes
507,Hawaii,Male,41,3,58820.32,2,1,1,138536.09,0.7582695145350707,high_risk,yes
500,Hawaii,Female,34,4,0.0,2,1,0,12833.96,0.800866029612557,high_risk,yes
659,Hawaii,Male,35,6,0.0,2,1,1,58879.11,0.903524873036564,high_risk,yes
630,Texas,Female,51,0,108449.23,3,0,0,88372.69,0.1139369869718122,low_risk,no
645,Texas,Female,31,1,128927.93,1,1,1,2850.01,0.7835311978310248,high_risk,yes
499,Hawaii,Female,28,4,141792.61,1,1,1,22001.91,0.8189092270192011,high_risk,yes
690,Hawaii,Female,42,3,92578.14,2,0,0,70810.6,0.8446640958969961,high_risk,yes
659,Florida,Female,33,8,115409.6,1,0,1,1539.21,0.9805412537113936,high_risk,yes
641,California,Female,38,3,0.0,2,1,0,116466.19,0.813999147774404,high_risk,yes
684,Florida,Male,56,8,78707.16,1,1,1,99398.36,0.8391833097193067,high_risk,yes
678,Florida,Male,28,5,138668.18,1,1,1,54144.01,0.9469488280674102,high_risk,yes
646,California,Male,40,5,93680.43,2,1,1,179473.26,0.9158564972939944,high_risk,yes
720,Hawaii,Male,33,9,0.0,2,1,1,142956.48,0.9677054385179344,high_risk,yes
556,Hawaii,Female,46,10,0.0,2,0,0,109184.24,0.7620761850718758,high_risk,yes
752,Florida,Male,48,5,116060.08,1,1,0,156618.38,0.0606908506681768,low_risk,no
714,California,Male,35,3,0.0,2,1,1,95623.28,0.8377466161264308,high_risk,yes
681,Massachusetts,Male,33,10,0.0,1,0,0,158336.36,0.7623897376012402,high_risk,yes
494,Texas,Female,38,7,174937.64,1,1,0,40084.32,0.8660806542246109,high_risk,yes
612,New York,Male,44,2,115163.38,1,1,1,97677.52,0.2251347923968074,low_risk,no
694,Texas,Female,58,1,143212.22,1,0,0,102628.56,0.0051633913004313,low_risk,no
676,California,Female,32,5,0.0,2,1,1,75465.41,0.7704112268178065,high_risk,yes
687,Massachusetts,Male,35,8,100988.39,2,1,0,22247.27,0.8917948463702591,high_risk,yes
575,Florida,Male,41,2,100062.39,1,0,0,126307.25,0.7633619812843534,high_risk,yes
525,Florida,Female,25,10,0.0,2,1,0,69361.95,0.8031160435786108,high_risk,yes
583,Hawaii,Female,27,1,125406.58,1,1,1,110784.42,0.944481837612782,high_risk,yes
646,New York,Male,24,0,92398.08,1,1,1,18897.29,0.9637304176135376,high_risk,yes
650,California,Male,32,2,84906.45,1,1,0,163216.48,0.9311379932276516,high_risk,yes
669,Texas,Female,42,1,103873.39,1,1,0,148611.52,0.9988048390593413,high_risk,yes
677,Hawaii,Female,27,2,0.0,2,0,1,114685.92,0.9225864217242126,high_risk,yes
653,California,Female,42,1,0.0,2,1,1,5768.32,0.8367027055678957,high_risk,yes
706,Hawaii,Female,35,8,178032.53,1,0,1,42181.68,0.9938081209714336,high_risk,yes
711,California,Male,34,8,0.0,2,0,0,48260.19,0.7966375630376874,high_risk,yes
514,Texas,Male,43,1,95556.31,1,0,1,199273.98,0.2168191738308755,low_risk,no
654,California,Male,29,2,91955.61,1,1,0,37065.66,0.8909784366264795,high_risk,yes
643,Hawaii,Male,62,9,0.0,2,0,0,155870.82,0.8974179337294109,high_risk,yes
786,California,Male,35,3,0.0,2,1,0,92712.97,0.8073013684565756,high_risk,yes
507,New York,Male,36,9,118214.32,3,1,0,119110.03,0.034466630138905,low_risk,no
534,California,Female,55,8,116973.26,3,1,0,122066.5,0.1915610506394994,low_risk,no
518,California,Male,59,5,138772.15,1,0,1,123872.0,0.7952562684864141,high_risk,yes
606,Massachusetts,Male,33,8,0.0,2,1,1,63176.77,0.7686042409808134,high_risk,yes
755,Texas,Female,37,0,113865.23,2,1,1,117396.25,0.90462736873273,high_risk,yes
632,New York,Male,42,6,59972.26,2,0,1,148172.94,0.7948160371622442,high_risk,yes
572,California,Male,24,1,0.0,2,1,1,151460.84,0.86339565306586,high_risk,yes
652,California,Male,30,2,176166.56,2,1,1,152210.81,0.8560332502211875,high_risk,yes
697,Hawaii,Female,42,1,0.0,1,1,0,1262.83,0.0536284927153996,low_risk,no
551,Hawaii,Female,26,2,144258.52,1,1,0,49778.79,0.8819255199153795,high_risk,yes
556,California,Female,40,8,0.0,2,1,0,62112.7,0.8246321081302272,high_risk,yes
567,Massachusetts,Female,41,1,0.0,2,1,0,3414.72,0.914109269983682,high_risk,yes
725,Texas,Male,39,1,50880.98,2,1,1,184023.54,0.8792063539635038,high_risk,yes
814,California,Female,31,6,87772.52,1,1,0,188516.45,0.9772997075628396,high_risk,yes
712,Texas,Female,49,5,154776.42,2,0,0,196257.68,0.9224109087105477,high_risk,yes
681,California,Male,46,0,105969.42,1,1,0,5771.56,0.8616133443171744,high_risk,yes
772,California,Male,47,9,152347.01,1,0,1,17671.78,0.8016899939068607,high_risk,yes
457,California,Female,33,7,127837.54,1,0,1,60013.17,0.8125491780491965,high_risk,yes
631,California,Female,34,4,124379.14,1,1,0,106892.91,0.9088306355897112,high_risk,yes
542,Hawaii,Male,32,7,107871.72,1,1,0,125302.64,0.8611221166461143,high_risk,yes
687,New York,Male,35,1,125141.24,2,1,1,148537.07,0.9456730992640332,high_risk,yes
591,Hawaii,Female,39,4,150500.64,1,1,0,14928.8,0.8258387921186432,high_risk,yes
827,Texas,Female,47,8,143001.5,2,1,0,108977.5,0.9554986102860752,high_risk,yes
657,Florida,Female,41,6,112119.48,1,1,0,17536.82,0.8326489105544721,high_risk,yes
626,Florida,Male,62,3,0.0,1,1,1,65010.74,0.840892587572375,high_risk,yes
666,California,Male,47,2,0.0,1,1,0,35046.97,0.2275359020043192,low_risk,no
713,Massachusetts,Female,48,1,163760.82,1,0,0,157381.14,0.1995205631878589,low_risk,no
635,Massachusetts,Male,50,7,159453.64,2,0,0,54560.79,0.043845758235773,low_risk,no
561,Hawaii,Female,22,6,186788.96,2,1,0,73286.8,0.910254230948126,high_risk,yes
598,Massachusetts,Male,41,8,0.0,2,1,1,161954.43,0.9050814143493862,high_risk,yes
557,California,Female,27,2,0.0,2,0,1,4497.55,0.9370477472774944,high_risk,yes
662,California,Female,39,5,139562.05,2,1,0,61636.22,0.8856789018582361,high_risk,yes
705,Hawaii,Female,49,7,0.0,1,1,0,63405.2,0.0889474367325611,low_risk,no
777,California,Female,30,4,137851.31,1,1,0,5008.23,0.1130645463328824,low_risk,no
710,Massachusetts,Female,29,3,119670.18,1,1,0,188022.44,0.98560769470289,high_risk,yes
721,California,Male,41,7,0.0,2,0,1,61018.85,0.9704550224807168,high_risk,yes
701,Massachusetts,Male,35,10,159693.9,2,1,1,71173.64,0.9984835113293092,high_risk,yes
718,New York,Female,39,7,93148.74,2,1,1,190746.38,0.8772682840347336,high_risk,yes
461,Florida,Female,25,6,0.0,2,1,1,15306.29,0.7932378196252676,high_risk,yes
705,Hawaii,Male,34,7,117715.84,1,1,0,2498.67,0.8464641520412026,high_risk,yes
702,California,Female,40,1,103549.24,1,0,0,9712.52,0.2440512159841306,low_risk,no
546,Massachusetts,Male,42,7,139070.51,1,1,1,86945.0,0.7977428871534878,high_risk,yes
850,California,Female,33,3,0.0,2,1,1,11159.19,0.9770526034257256,high_risk,yes
718,Hawaii,Female,31,0,118100.59,2,1,0,103165.15,0.8975501386804654,high_risk,yes
682,California,Male,40,4,0.0,2,1,1,140745.91,0.8736942301750037,high_risk,yes
639,Massachusetts,Female,28,8,97840.72,1,1,1,178222.77,0.755371061018119,high_risk,yes
746,Hawaii,Male,58,3,0.0,3,1,1,80344.96,0.1309474757199827,low_risk,no
689,Texas,Male,47,2,118812.5,2,0,0,31121.42,0.9621233373646344,high_risk,yes
655,New York,Male,52,9,144696.75,1,1,1,49025.79,0.8780085305293871,high_risk,yes
755,Hawaii,Male,36,8,0.0,2,1,0,176809.87,0.947893647898804,high_risk,yes
697,Massachusetts,Female,37,7,168066.87,1,1,0,35450.53,0.917819091306062,high_risk,yes
748,Hawaii,Male,33,1,142645.43,1,0,0,69132.66,0.9101906647797514,high_risk,yes
628,Texas,Male,27,5,95826.49,2,1,0,155996.96,0.8856881144175636,high_risk,yes
426,Hawaii,Male,34,9,0.0,2,1,0,107876.91,0.8849487290557955,high_risk,yes
